course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Data Analysis and Visualization Foundations Specialization,"data science, spreadsheet, microsoft excel, data analysis, data visualization, pivot table, ibm cognos analytics, dashboard",Intermediate,4.8,https://www.coursera.org/specializations/data-analysis-visualization-foundations,80.0,Coursera,Data Science
IBM & Darden Digital Strategy Specialization,"data science, digital transformation, artificial intelligence, business strategy, cloud computing, deep learning, jobs, machine learning, strategy, swot analysis, value proposition, competitiveness",Intermediate,4.8,https://www.coursera.org/specializations/digital-strategy,140.0,Coursera,Data Science
Learn Data Structures and Algorithms,"basic algorithms, recursive algorithms, sorting algorithms, greedy algorithms, hashing, depth-first search, breadth-first search, iterators, call stacks, python data structures, python trees, python lists, python arrays, python string methods",Intermediate,4.7,https://www.udacity.com/course/data-structures-and-algorithms-nanodegree--nd256,80.0,Udacity,
Intro to Machine Learning with PyTorch,"independent component analysis, gaussian mixture models, principal component analysis, dimensionality reduction, naive bayes classifiers, support vector machines, perceptron, model evaluation, hyperparameter tuning, decision trees, training neural networks, deep learning fluency, backpropagation, scikit-learn, pytorch, convolutional kernels, spam detection",Beginner,4.7,https://www.udacity.com/course/intro-to-machine-learning-nanodegree--nd229,60.0,Udacity,
IBM AI Foundations for Business Specialization,"data science, artificial intelligence, information technology (it) architecture, data architecture, leadership, deep learning, jobs, machine learning, big data, data mining, management, analytics",Intermediate,4.7,https://www.coursera.org/specializations/ibm-ai-foundations-for-business,40.0,Coursera,Data Science
Intro to Machine Learning with TensorFlow,"independent component analysis, gaussian mixture models, principal component analysis, dimensionality reduction, naive bayes classifiers, support vector machines, perceptron, model evaluation, hyperparameter tuning, decision trees, training neural networks, deep learning fluency, backpropagation, scikit-learn, pytorch, convolutional kernels, spam detection",Beginner,4.7,https://www.udacity.com/course/intro-to-machine-learning-with-tensorflow-nanodegree--nd230,60.0,Udacity,
Data Engineering Foundations Specialization,"information engineering, python, extraction, transformation and loading (etl), relational database management system (rdbms), sql, data science, database (dbms), nosql, data analysis, pandas, numpy, jupyter notebooks",Intermediate,4.7,https://www.coursera.org/specializations/data-engineering-foundations,100.0,Coursera,Information Technology
Introduction to Data Engineering,"data science, database (dbms), nosql, sql",Beginner,4.7,https://www.coursera.org/learn/introduction-to-data-engineering?specialization=data-engineering-foundations,14.0,Coursera,Information Technology
Applied Software Engineering Fundamentals Specialization,"linux, software design and architecture, python, git and github, software development lifecycle (sdlc), basic programming concepts, careers in software engineering, programming languages and frameworks, the software development lifecycle (sdlc), software architecture, shell script, bash (unix shell)",Beginner,4.7,https://www.coursera.org/specializations/software-engineering-fundamentals,100.0,Coursera,Computer Science
Reviews & Metrics for Software Improvements,"software metric, agile software development, software project management, software metrics",Intermediate,4.7,https://www.coursera.org/learn/reviews-and-metrics-for-software-improvements?specialization=product-management,8.0,Coursera,Computer Science
Programming Fundamentals,"algorithms, programming language concepts, problem solving, c programming",Beginner,4.7,https://www.coursera.org/learn/programming-fundamentals?specialization=c-programming,18.0,Coursera,Computer Science
 Unsupervised Machine Learning,"dimensionality reduction, unsupervised learning, cluster analysis, k means clustering, principal component analysis (pca)",Intermediate,4.7,https://www.coursera.org/learn/ibm-unsupervised-machine-learning?specialization=ibm-intro-machine-learning,23.0,Coursera,Data Science
Object-Oriented Design,"object-oriented design, object-oriented analysis and design, unified modeling language (uml)",Intermediate,4.7,https://www.coursera.org/learn/object-oriented-design?specialization=software-design-architecture,17.0,Coursera,Computer Science
Principles of UX/UI Design,"web design, front-end web development, user experience (ux), accessibility",Intermediate,4.7,https://www.coursera.org/learn/principles-of-ux-ui-design?specialization=meta-react-native,21.0,Coursera,Computer Science
"Algorithms for Searching, Sorting, and Indexing","analysis of algorithms, hashtables, algorithm design, python, data structure design",Intermediate,4.7,https://www.coursera.org/learn/algorithms-searching-sorting-indexing?specialization=boulder-data-structures-algorithms,34.0,Coursera,Computer Science
"HTML, CSS, and Javascript for Web Developers","html, javascript, css frameworks, cascading style sheets (css)",Intermediate,4.7,https://www.coursera.org/learn/html-css-javascript-for-web-developers,40.0,Coursera,Computer Science
Foundations of Data Science,"sharing insights with stakeholders, effective written communication, asking effective questions, cross-functional team dynamics, project management",Intermediate,4.7,https://www.coursera.org/learn/foundations-of-data-science,21.0,Coursera,Data Science
Operating Systems and You: Becoming a Power User,"powershell, linux file systems, linux, command-line interface",Intermediate,4.7,https://www.coursera.org/learn/os-power-user,33.0,Coursera,Information Technology
Introduction to Cloud Computing,"cloud native, devops, iaas paas saas, hybrid multicloud, cloud computing",Beginner,4.7,https://www.coursera.org/learn/introduction-to-cloud,12.0,Coursera,Information Technology
SQL: A Practical Introduction for Querying Databases,"create, read, update and delete, data analysis, mysql, relational database management system (rdbms), sql",Beginner,4.7,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,21.0,Coursera,Data Science
ITIL 4 Exam Preparation,"itil 4 foundation topics, itil terminogy",Intermediate,4.7,https://www.coursera.org/learn/itil-4-exam-preparation,17.0,Coursera,Information Technology
Google Cloud Fundamentals: Core Infrastructure,"google compute engine, google app engine (gae), google cloud platform, cloud computing",Beginner,4.7,https://www.coursera.org/learn/gcp-fundamentals?specialization=networking-google-cloud-platform,8.0,Coursera,Information Technology
The Business of Product Management II,"monetization strategy, a/b/n testing, customer retention, kpis okrs north stars, ooda loops",Intermediate,4.7,https://www.coursera.org/learn/real-world-product-management-skills?specialization=real-world-product-management,13.0,Coursera,Computer Science
Introduction to Data Science Specialization,"data science, relational database management system (rdbms), cloud databases, python, sql, deep learning, machine learning, big data, data mining, github, jupyter notebooks, rstudio",Beginner,4.7,https://www.coursera.org/specializations/introduction-data-science,100.0,Coursera,Data Science
Managing Cloud-native Applications with Kubernetes,"cloud platforms, cloud applications, kubernetes, cloud computing",Intermediate,4.7,https://www.coursera.org/learn/managing-cloud-native-applications-with-kubernetes?specialization=cloud-native-development-openshift-kubernetes,8.0,Coursera,Information Technology
Algorithms on Graphs,"graph theory, graphs, graph algorithms",Intermediate,4.7,https://www.coursera.org/learn/algorithms-on-graphs?specialization=data-structures-algorithms,55.0,Coursera,Computer Science
Problem Solving with Excel ,"data analysis, microsoft excel, pivot table, data cleansing",Intermediate,4.7,https://www.coursera.org/learn/excel-analysis?specialization=pwc-analytics,20.0,Coursera,Data Science
"Capstone: Retrieving, Processing, and Visualizing Data with Python","data analysis, python, database (dbms), data visualization",Intermediate,4.7,https://www.coursera.org/learn/python-data-visualization?specialization=python,9.0,Coursera,Data Science
Agile Meets Design Thinking,"agile user stories, user experience design (uxd), agile software development, product management, software development",Intermediate,4.7,https://www.coursera.org/learn/uva-darden-getting-started-agile?specialization=uva-darden-digital-product-management,9.0,Coursera,Computer Science
Device-based Models with TensorFlow Lite,"tensorflow lite, mathematical optimization, machine learning, tensorflow, object detection",Intermediate,4.7,https://www.coursera.org/learn/device-based-models-tensorflow?specialization=tensorflow-data-and-deployment,10.0,Coursera,Computer Science
AI for Medical Prognosis ,"deep learning, machine learning, time-to-event modeling, random forest, model tuning",Intermediate,4.7,https://www.coursera.org/learn/ai-for-medical-prognosis?specialization=ai-for-medicine,29.0,Coursera,Data Science
"Java Programming: Arrays, Lists, and Structured Data","data structure, cryptography, hash table, java programming",Intermediate,4.7,https://www.coursera.org/learn/java-programming-arrays-lists-data?specialization=java-programming,14.0,Coursera,Computer Science
Enterprise System Management and Security ,"subnetwork, cybersecurity, information security (infosec), enterprise system",Intermediate,4.7,https://www.coursera.org/learn/enterprise-system-management-security?specialization=computer-security-systems-management,11.0,Coursera,Information Technology
Introduction to Software Engineering,"basic programming concepts, careers in software engineering, programming languages and frameworks, the software development lifecycle (sdlc), software architecture",Beginner,4.7,https://www.coursera.org/learn/introduction-to-software-engineering?specialization=software-engineering-fundamentals,14.0,Coursera,Computer Science
"Information Systems Auditing, Controls and Assurance","information security (infosec), information technology (it) management, audit, risk management, change management",Intermediate,4.7,https://www.coursera.org/learn/information-systems-audit,8.0,Coursera,Information Technology
Machine Learning with Python,"scipy and scikit-learn, machine learning, regression, classification, hierarchical clustering",Intermediate,4.7,https://www.coursera.org/learn/machine-learning-with-python,12.0,Coursera,Data Science
Agile with Atlassian Jira,"project management, agile management, work management, scrum (software development)",Intermediate,4.7,https://www.coursera.org/learn/agile-atlassian-jira,12.0,Coursera,Computer Science
IBM z/OS Mainframe Practitioner Professional Certificate,"linux, mainframe, z systems, security, ibm z",Advanced,4.7,https://www.coursera.org/professional-certificates/ibm-z-mainframe,40.0,Coursera,Information Technology
Ask Questions to Make Data-Driven Decisions,"spreadsheet, questioning, decision-making, problem solving, data analysis",Intermediate,4.7,https://www.coursera.org/learn/ask-questions-make-decisions,21.0,Coursera,Data Science
The Bits and Bytes of Computer Networking,"domain name system (dns), ipv4, network model, troubleshooting",Intermediate,4.7,https://www.coursera.org/learn/computer-networking,27.0,Coursera,Information Technology
Data Analysis with Python,"predictive modelling, python, data analysis, data visualization, model selection",Intermediate,4.7,https://www.coursera.org/learn/data-analysis-with-python,14.0,Coursera,Data Science
Learn to Program: The Fundamentals,"python syntax and semantics, computer programming, python, idle (python)",Beginner,4.7,https://www.coursera.org/learn/learn-to-program,25.0,Coursera,Computer Science
Introduction to Artificial Intelligence (AI),"data science, deep learning, artificial intelligence, jobs, machine learning",Beginner,4.7,https://www.coursera.org/learn/introduction-to-ai,9.0,Coursera,Data Science
 System Administration and IT Infrastructure Services,"directory service, lightweight directory access protocol (ldap), backup",Intermediate,4.7,https://www.coursera.org/learn/system-administration-it-infrastructure-services,25.0,Coursera,Information Technology
Security Principles,"risk, information assurance, security, governance",Intermediate,4.7,https://www.coursera.org/learn/-security-principles?specialization=certified-in-cybersecurity,5.0,Coursera,Information Technology
DeepLearning.AI TensorFlow Developer Professional Certificate,"computer vision, convolutional neural network, machine learning, natural language processing",Advanced,4.7,https://www.coursera.org/professional-certificates/tensorflow-in-practice,80.0,Coursera,Data Science
Meta Back-End Developer Professional Certificate,"cloud hosting, application programming interfaces (api), python, computer programming, django (web framework), linux, web development, bash (unix shell), github, version control, mysql, database (dbms), database administration, build a data model, design a web application, debugging, authentication and authorization, rest apis, filtering and ordering, serializers and deserializers, cascading style sheets (css), html, production environments, javascript, api endpoints, pseudocode, algorithms, communication, data structure, computer science",Advanced,4.7,https://www.coursera.org/professional-certificates/meta-back-end-developer,192.0,Coursera,Computer Science
Meta iOS Developer Professional Certificate,"ios app development, application development, mobile development, linux, web development, bash (unix shell), github, version control, swift programming, web design, front-end web development, user experience (ux), accessibility, use navigation in your apps, json, apis, core data, •	create simple javascript code, •	create and manipulate objects and arrays, •	write unit testing using jest, web application, react (web framework), react (javascript library), react, software architecture, ui development, data management, pseudocode, algorithms, communication, data structure, computer science",Advanced,4.7,https://www.coursera.org/professional-certificates/meta-ios-developer,224.0,Coursera,Computer Science
Programming with JavaScript,"test-driven development, javascript, front-end web development, object-oriented programming (oop)",Intermediate,4.7,https://www.coursera.org/learn/programming-with-javascript,42.0,Coursera,Computer Science
Mathematics for Machine Learning: Linear Algebra,"eigenvalues and eigenvectors, basis (linear algebra), transformation matrix, linear algebra",Intermediate,4.7,https://www.coursera.org/learn/linear-algebra-machine-learning,18.0,Coursera,Data Science
"Sequences, Time Series and Prediction","forecasting, machine learning, tensorflow, time series, prediction",Intermediate,4.7,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,22.0,Coursera,Data Science
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"instrumental variable, propensity score matching, causal inference, causality",Intermediate,4.7,https://www.coursera.org/learn/crash-course-in-causality,18.0,Coursera,Data Science
Build Basic Generative Adversarial Networks (GANs),"controllable generation, wgans, conditional generation, components of gans, dcgans",Intermediate,4.7,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,33.0,Coursera,Data Science
Natural Language Processing with Probabilistic Models,"word2vec, parts-of-speech tagging, n-gram language models, autocorrect",Intermediate,4.7,https://www.coursera.org/learn/probabilistic-models-in-nlp,31.0,Coursera,Data Science
Computational Thinking for Problem Solving,"simple algorithm, python, problem solving, computation",Intermediate,4.7,https://www.coursera.org/learn/computational-thinking-problem-solving,17.0,Coursera,Computer Science
Data Visualization and Dashboards with Excel and Cognos,"microsoft excel, data analysis, data visualization, ibm cognos analytics, dashboard",Intermediate,4.7,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,9.0,Coursera,Data Science
Convolutional Neural Networks in TensorFlow,"inductive transfer, augmentation, dropouts, machine learning, tensorflow",Intermediate,4.7,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,16.0,Coursera,Data Science
Microsoft Azure SQL,"data management, database (dbms), nosql, microsoft azure, sql",Intermediate,4.7,https://www.coursera.org/learn/microsoft-azure-sql?specialization=microsoft-azure-dp-900-data-fundamentals,6.0,Coursera,Information Technology
Version Control,"linux, web development, bash (unix shell), github, version control",Intermediate,4.7,https://www.coursera.org/learn/introduction-to-version-control,13.0,Coursera,Computer Science
Work Smarter with Microsoft Word,"documents, microsoft word",Intermediate,4.7,https://www.coursera.org/learn/microsoft-word-work-smarter,30.0,Coursera,Information Technology
AI for Medical Diagnosis,"deep learning, image segmentation, machine learning, model evaluation, multi-class classification",Intermediate,4.7,https://www.coursera.org/learn/ai-for-medical-diagnosis,20.0,Coursera,Data Science
What is Data Science? ,"data science, deep learning, machine learning, big data, data mining",Intermediate,4.7,https://www.coursera.org/learn/what-is-datascience,7.0,Coursera,Data Science
Preparing for Google Cloud Certification: Cloud Network Engineer Professional Certificate,"google compute engine, google app engine (gae), google cloud platform, cloud computing",Advanced,4.7,https://www.coursera.org/professional-certificates/google-cloud-networking,24.0,Coursera,Information Technology
SAS Visual Business Analytics Professional Certificate,"business analytics, sas va, sas visual analytics",Advanced,4.7,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,32.0,Coursera,Data Science
Palo Alto Networks Cybersecurity Professional Certificate,"managing and encrypting a zero-trust environment, deploying vpns and ssl/ssh encryption, analyzing firewall logs and configuring security controls, configuring network protection and dynamic routing using firewalls, mitigating vulnerabilities using packet capture and analysis",Advanced,4.7,https://www.coursera.org/professional-certificates/palo-alto-networks-cybersecurity-fundamentals,48.0,Coursera,Information Technology
Google IT Support (Deutsch)  Professional Certificate,"debugging, customer service, network protocols, encryption algorithms, cloud computing",Advanced,4.7,https://www.coursera.org/professional-certificates/google-it-de,240.0,Coursera,Information Technology
The Structured Query Language (SQL),"data science, database (dbms), database application, sql (structured query language), database administration",Intermediate,4.7,https://www.coursera.org/learn/the-structured-query-language-sql?specialization=databases-for-data-scientists,25.0,Coursera,Data Science
Interactivity with JavaScript,"document object model (dom), javascript, web development",Intermediate,4.7,https://www.coursera.org/learn/javascript?specialization=web-design,9.0,Coursera,Computer Science
Google Cloud Database Engineer Specialization,"cloud platforms, cloud storage, google cloud platform, google compute engine, google app engine (gae), cloud computing, mysql, cloud sql, sql operations, database (dbms), data management, postgresql",Intermediate,4.7,https://www.coursera.org/specializations/google-cloud-database-engineer,140.0,Coursera,Information Technology
Architecting with Google Compute Engine Specialization,"google compute engine, google app engine (gae), google cloud platform, cloud computing, virtual machine, network architecture, debugging, cloud storage, data store, load balancing, virtual private network (vpn), autoscaling",Intermediate,4.7,https://www.coursera.org/specializations/gcp-architecture,100.0,Coursera,Information Technology
Architecting with Google Kubernetes Engine Specialization,"google compute engine, google app engine (gae), google cloud platform, cloud computing",Intermediate,4.7,https://www.coursera.org/specializations/architecting-google-kubernetes-engine,80.0,Coursera,Information Technology
Security in Google Cloud Specialization,"google compute engine, google app engine (gae), google cloud platform, cloud computing",Intermediate,4.7,https://www.coursera.org/specializations/security-google-cloud-platform,120.0,Coursera,Information Technology
Developing Applications with Google Cloud Specialization,"debugging, google cloud platform, cloud storage, application development, cloud computing, google compute engine, google app engine (gae), data store, application programming interfaces (api), cloud functions, identity management (idm), cloud endpoints",Intermediate,4.7,https://www.coursera.org/specializations/developing-apps-gcp,120.0,Coursera,Computer Science
Introduction to Cyber Security Specialization,"cryptography, cybersecurity, risk assessment, cyber defense, cyber attacks, information security (infosec), denial-of-service attack (dos), public-key cryptography",Beginner,4.7,https://www.coursera.org/specializations/intro-cyber-security,80.0,Coursera,Computer Science
Using Python to Interact with the Operating System,"setting up your development environment, regular expression (regex), testing in python, automating system administration tasks with python, bash scripting",Intermediate,4.7,https://www.coursera.org/learn/python-operating-system,25.0,Coursera,Information Technology
Introduction to Probability and Data with R,"statistics, r programming, rstudio, exploratory data analysis",Beginner,4.7,https://www.coursera.org/learn/probability-intro,14.0,Coursera,Data Science
Introduction to Cyber Attacks,"cybersecurity, information security (infosec), denial-of-service attack (dos), risk assessment",Beginner,4.7,https://www.coursera.org/learn/intro-cyber-attacks,18.0,Coursera,Computer Science
Data Analysis with R,"data science, statistical analysis, r programming, data analysis, data visualization",Intermediate,4.7,https://www.coursera.org/learn/data-analysis-with-r?specialization=applied-data-science-r,16.0,Coursera,Data Science
Preparing for DP-900: Microsoft Azure Data Fundamentals Exam,"test preparation, microsoft azure",Beginner,4.7,https://www.coursera.org/learn/microsoft-dp-900-exam-prep?specialization=microsoft-azure-dp-900-data-fundamentals,5.0,Coursera,Information Technology
Introduction to C# Programming and Unity,"video game development, c sharp (c#) (programming language), unity (user interface), game programming",Beginner,4.7,https://www.coursera.org/learn/introduction-programming-unity?specialization=programming-unity-game-development,18.0,Coursera,Computer Science
Work Smarter with Microsoft PowerPoint,"microsoft powerpoint, presentation",Intermediate,4.7,https://www.coursera.org/learn/microsoft-powerpoint-work-smarter?specialization=microsoft-365-fundamentals,19.0,Coursera,Information Technology
Algorithms for DNA Sequencing,"bioinformatics algorithms, algorithms, python, algorithms on strings",Intermediate,4.7,https://www.coursera.org/learn/dna-sequencing?specialization=genomic-data-science,12.0,Coursera,Data Science
Python 3 Programming Specialization,"json, computer programming, python, sorting",Intermediate,4.7,https://www.coursera.org/specializations/python-3-programming,100.0,Coursera,Computer Science
Accelerated Computer Science Fundamentals Specialization,"run-time analysis, algorithms, hash table, trees (data structures), object-oriented programming (oop)",Beginner,4.7,https://www.coursera.org/specializations/cs-fundamentals,60.0,Coursera,Computer Science
DevOps on AWS Specialization,"continuous integration, devops, monitoring and logging, continuous delivery, microservices, aws identity and access management, networking on aws, aws management console, cloud computing, aws security, test automation, aws cloud",Intermediate,4.7,https://www.coursera.org/specializations/aws-devops,60.0,Coursera,Computer Science
Natural Language Processing in Microsoft Azure,"artificial intelligence, microsoft azure, natural language processing",Intermediate,4.7,https://www.coursera.org/learn/nlp-microsoft-azure?specialization=microsoft-azure-ai-900-ai-fundamentals,7.0,Coursera,Data Science
Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,"test preparation, microsoft azure",Beginner,4.7,https://www.coursera.org/learn/az-900-exam-prep?specialization=microsoft-azure-fundamentals-az-900,6.0,Coursera,Information Technology
Hypothesis-Driven Development,"usability testing, continuous delivery, hypothesis-driven development, lean startup",Intermediate,4.7,https://www.coursera.org/learn/uva-darden-agile-testing?specialization=uva-darden-digital-product-management,10.0,Coursera,Computer Science
Introduction to HTML5,"web design, web accessibility, html, html5",Beginner,4.7,https://www.coursera.org/learn/html?specialization=web-design,13.0,Coursera,Computer Science
Cyber Threat Intelligence,"application security, threat intelligence, network defensive tactics, security analyst, cybersecurity",Intermediate,4.7,https://www.coursera.org/learn/ibm-cyber-threat-intelligence,26.0,Coursera,Information Technology
Process Mining: Data science in Action,"petri net, process modeling, process mining, data mining",Intermediate,4.7,https://www.coursera.org/learn/process-mining,22.0,Coursera,Data Science
Applied Data Science Capstone,"methodology, github, jupyter notebook, data science methodology, k-means clustering",Intermediate,4.7,https://www.coursera.org/learn/applied-data-science-capstone,17.0,Coursera,Data Science
Code Yourself! An Introduction to Programming,"computer programming, algorithms, programming language, scratch (programming language)",Beginner,4.7,https://www.coursera.org/learn/intro-programming,11.0,Coursera,Computer Science
Introduction to Machine Learning,"natural language processing, convolutional neural network, machine learning, python, pytorch",Beginner,4.7,https://www.coursera.org/learn/machine-learning-duke,21.0,Coursera,Data Science
Introduction to Deep Learning & Neural Networks with Keras,"deep learning, artificial neural network, artificial intelligence, machine learning, keras",Beginner,4.7,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras,8.0,Coursera,Data Science
Network Security & Database Vulnerabilities ,"database vulnerabilities, network security, sql injection, cybersecurity, networking basics",Intermediate,4.7,https://www.coursera.org/learn/network-security-database-vulnerabilities,14.0,Coursera,Information Technology
Meta Android Developer Professional Certificate,"android studio, application development, mobile development, linux, web development, bash (unix shell), github, version control, create arrays, kotlin playground, create control flow patterns using conditionals and loops, practice using and extending protocols., declare and initialize different types of variables, web design, front-end web development, user experience (ux), accessibility, use ui component libraries to build android ui, create a simple android ui, compose ui using kotlin ui views, build a simple ui using the layout editor, working with sqlite, rest api's, data and databases, •	create simple javascript code, •	create and manipulate objects and arrays, •	write unit testing using jest, web application, react (web framework), react (javascript library), react, kotlin, ux and ui, pseudocode, algorithms, communication, data structure, computer science",Advanced,4.7,https://www.coursera.org/professional-certificates/meta-android-developer,224.0,Coursera,Computer Science
Preparing for Google Cloud Certification: Cloud Developer Professional Certificate,"debugging, google cloud platform, cloud storage, application development, cloud computing",Advanced,4.7,https://www.coursera.org/professional-certificates/google-cloud-developer,40.0,Coursera,Information Technology
IBM Data Analyst Professional Certificate,"microsoft excel, python, data analysis, data visualization, sql",Advanced,4.7,https://www.coursera.org/professional-certificates/ibm-data-analyst,160.0,Coursera,Data Science
Containerized Applications on AWS,"app runner, kubernetes, containers, amazon elastic container registry, microservices",Intermediate,4.7,https://www.coursera.org/learn/containerized-applications-on-aws,12.0,Coursera,Information Technology
Introduction to Enterprise Computing,"mainframe, z/os, enterprise software, security, ibm z",Beginner,4.7,https://www.coursera.org/learn/introduction-enterprise-computing,9.0,Coursera,Information Technology
A Tour of Google Cloud Hands-on Labs,"cloud platforms, cloud storage, google cloud platform",Intermediate,4.7,https://www.coursera.org/learn/googlecloud-a-tour-of-google-cloud-hands-on-labs-5s3nf?specialization=google-cloud-database-engineer,17.0,Coursera,Information Technology
Introduction to Data Analytics for Business,"data model, data quality, data analysis, sql",Beginner,4.7,https://www.coursera.org/learn/data-analytics-business?specialization=data-analytics-business,11.0,Coursera,Data Science
AI For Medical Treatment,"treatment effect estimation, machine learning interpretation, random forest, natural language entity extraction, question-answering",Intermediate,4.7,https://www.coursera.org/learn/ai-for-medical-treatment?specialization=ai-for-medicine,22.0,Coursera,Data Science
Managing Network Security,"wireless security, intrusion detection system, firewall (computing), computer network",Intermediate,4.7,https://www.coursera.org/learn/managing-network-cybersecurity?specialization=managing-cybersecurity,15.0,Coursera,Information Technology
Introduction to Web Development,"css code, html, javascript, cascading style sheets (css)",Beginner,4.7,https://www.coursera.org/learn/web-development,21.0,Coursera,Computer Science
Supervised Machine Learning: Regression,"regression analysis, supervised learning, linear regression, ridge regression, machine learning algorithms",Intermediate,4.7,https://www.coursera.org/learn/supervised-machine-learning-regression?specialization=ibm-intro-machine-learning,20.0,Coursera,Data Science
Game Design and Development 2: 2D Platformer,"video game development, unity, game design, technology, game making",Intermediate,4.7,https://www.coursera.org/learn/game-design-and-development-2?specialization=game-design-and-development,12.0,Coursera,Computer Science
Exploratory Data Analysis,"cluster analysis, ggplot2, r programming, exploratory data analysis",Intermediate,4.7,https://www.coursera.org/learn/exploratory-data-analysis?specialization=jhu-data-science,54.0,Coursera,Data Science
UX (User Experience) Capstone,"user research, adobe photoshop, user experience (ux), user experience design (uxd)",Intermediate,4.7,https://www.coursera.org/learn/user-experience-capstone?specialization=michiganux,18.0,Coursera,Computer Science
The Arduino Platform and C Programming,"arduino, c programming, debugging",Intermediate,4.7,https://www.coursera.org/learn/arduino-platform?specialization=iot,12.0,Coursera,Computer Science
Increasing Real Estate Management Profits: Harnessing Data Analytics,"data analysis, tableau software, mysql, sql",Intermediate,4.7,https://www.coursera.org/learn/analytics-capstone?specialization=excel-mysql,23.0,Coursera,Data Science
Introduction to Blockchain for Financial Services,"collaborative working environment, blockchain (database), open collaboration, access structure",Beginner,4.7,https://www.coursera.org/learn/intro-blockchain-financial-services?specialization=blockchain-financial-services,29.0,Coursera,Computer Science
Building Web Applications in PHP,"hypertext preprocessor (php), html, cascading style sheets (css)",Intermediate,4.7,https://www.coursera.org/learn/web-applications-php?specialization=web-applications,30.0,Coursera,Computer Science
Reliable Google Cloud Infrastructure: Design and Process,"disaster recovery, site reliability engineering, google cloud platform, cloud computing",Intermediate,4.7,https://www.coursera.org/learn/cloud-infrastructure-design-process?specialization=gcp-architecture,8.0,Coursera,Information Technology
Acing the Product Management Interview,"estimation interview, data analysis interview, strategy interview, behavioral interview, product design interview",Intermediate,4.7,https://www.coursera.org/learn/acing-product-management-interviews?specialization=real-world-product-management,14.0,Coursera,Computer Science
IoT Devices,"internet, internet of things (iot), wireless, front and back ends",Intermediate,4.7,https://www.coursera.org/learn/iot-devices-il?specialization=uiuc-iot,12.0,Coursera,Computer Science
Advanced Styling with Responsive Design,"bootstrap (front-end framework), responsive web design, javascript, cascading style sheets (css)",Advanced,4.7,https://www.coursera.org/learn/responsivedesign?specialization=web-design,12.0,Coursera,Computer Science
Evaluating User Interfaces,"user research, heuristic evaluation, user interface design (ui design), user interface",Intermediate,4.7,https://www.coursera.org/learn/ui-testing?specialization=user-interface-design,11.0,Coursera,Computer Science
IBM DevOps and Software Engineering Professional Certificate,"test-driven development, ci/cd, behavior-driven development, devops, cloud native, iaas paas saas, hybrid multicloud, cloud computing, agile software development, scrum methodology, zenhub, kanban, sprint planning, basic programming concepts, careers in software engineering, programming languages and frameworks, the software development lifecycle (sdlc), software architecture, shell script, bash (unix shell), linux, distributed version control (drcs), open source, version control systems, github, git (software), data science, python, data analysis, pandas, numpy, artificial intelligence, web application, application development, flask, kubernetes, docker, containers, openshift, swagger, serverless, microservices, representational state transfer (rest), ibm code engine, test case, software testing, automated testing, continuous integration, continuous development, automation, infrastructure as code, open web application security project (owasp), observability, security, monitoring, logging, agile",Advanced,4.7,https://www.coursera.org/professional-certificates/devops-and-software-engineering,120.0,Coursera,Computer Science
IBM Data Analytics with Excel and R Professional Certificate,"microsoft excel, relational databases (rdbms), r programming, data analysis, data visualization",Advanced,4.7,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,120.0,Coursera,Data Science
Google Advanced Data Analytics Professional Certificate,"data science, regression models, predictive modelling, exploratory data analysis (eda), statistical analysis, machine learning, python, data analysis, jupyter notebook, tableau software, data visualization, kaggle",Advanced,4.7,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,240.0,Coursera,Data Science
IBM Data Warehouse Engineer Professional Certificate,"data science, database (dbms), nosql, sql, database (db) design, database architecture, postgresql, mysql, relational database management system (rdbms), create, read, update and delete, data analysis, shell script, bash (unix shell), linux, database servers, relational database, database security, database administration, extraction, transformation and loading (etl), apache kafka, apache airflow, data pipelines, data warehousing, cube and rollup, business intelligence (bi), star and snowflake schema, cognos analytics, oltp databases",Advanced,4.7,https://www.coursera.org/professional-certificates/data-warehouse-engineering,120.0,Coursera,Information Technology
"Blockchain, Cryptoassets, and Decentralized Finance","object binding, alcatel business communications, centurylink, base address",Intermediate,4.7,https://www.coursera.org/learn/blockchain-crypto-decentralized-finance?specialization=blockchain-financial-services,17.0,Coursera,Computer Science
"Everyday Excel, Part 3 (Projects)","data management, spreadsheet, microsoft excel, real-world projects, computing",Intermediate,4.7,https://www.coursera.org/learn/everyday-excel-projects?specialization=everyday-excel,14.0,Coursera,Computer Science
AI for Medicine Specialization,"model interpretation, image segmentation, natural language extraction, machine learning, time-to-event modeling, deep learning, model evaluation, multi-class classification, random forest, model tuning, treatment effect estimation, machine learning interpretation",Intermediate,4.7,https://www.coursera.org/specializations/ai-for-medicine,60.0,Coursera,Data Science
